Time[y],reactor_In[t],Reactor_Out[t],Inv[t],92234[t],92235[t],92236[t],92238[t],94238[t],94239[t],94240[t],94241[t],94242[t],95241[t],95242[t],95243[t],96242[t],96243[t],96244[t],96245[t],93237[t],
4.08333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.16667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.25,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.33333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.41667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.5,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.58333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.66667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.75,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.83333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
4.91667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.08333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.16667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.25,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.33333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.41667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.5,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.58333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.66667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.75,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.83333,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
5.91667,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
6,164,82,82,0.0001959,0.391669,0.310301,67.5155,0.0173393,0.412033,0.188389,0.12186,0.0633908,0.00305555,6.19429e-05,0.0145883,0.00159936,4.17027e-05,0.00597603,0.000382476,0.0395505,
6.08333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.16667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.25,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.33333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.41667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.5,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.58333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.66667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.75,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.83333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
6.91667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.08333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.16667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.25,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.33333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.41667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.5,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.58333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.66667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.75,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.83333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
7.91667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.08333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.16667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.25,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.33333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.41667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.5,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.58333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.66667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.75,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.83333,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
8.91667,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
9,246,164,164,0.0003918,0.783339,0.620601,135.031,0.0346785,0.824066,0.376778,0.24372,0.126782,0.00611109,0.000123886,0.0291767,0.00319872,8.34054e-05,0.0119521,0.000764951,0.079101,
9.08333,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.16667,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.25,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.33333,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.41667,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.5,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.58333,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.66667,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.75,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.83333,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
9.91667,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10,328,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.0833,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.1667,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.25,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.3333,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.4167,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.5,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.5833,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.6667,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.75,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.8333,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
10.9167,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.0833,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.1667,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.25,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.3333,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.4167,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.5,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.5833,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.6667,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.75,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.8333,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
11.9167,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
12,410,246,246,0.000587699,1.17501,0.930902,202.547,0.0520178,1.2361,0.565167,0.36558,0.190172,0.00916664,0.000185829,0.043765,0.00479809,0.000125108,0.0179281,0.00114743,0.118651,
12.0833,492,328,328,0.000783599,1.56668,1.2412,270.062,0.069357,1.64813,0.753556,0.487439,0.253563,0.0122222,0.000247772,0.0583533,0.00639745,0.000166811,0.0239041,0.0015299,0.158202,
12.1667,492,328,328,0.000783599,1.56668,1.2412,270.062,0.069357,1.64813,0.753556,0.487439,0.253563,0.0122222,0.000247772,0.0583533,0.00639745,0.000166811,0.0239041,0.0015299,0.158202,
12.25,492,328,328,0.000783599,1.56668,1.2412,270.062,0.069357,1.64813,0.753556,0.487439,0.253563,0.0122222,0.000247772,0.0583533,0.00639745,0.000166811,0.0239041,0.0015299,0.158202,
12.3333,492,328,328,0.000783599,1.56668,1.2412,270.062,0.069357,1.64813,0.753556,0.487439,0.253563,0.0122222,0.000247772,0.0583533,0.00639745,0.000166811,0.0239041,0.0015299,0.158202,
